player1,player2,best_of,player1_elo,player2_elo,elo_match_win_rate,elo_frame_win_rate,p1_matches_played,p1_matches_won,p1_frames_played,p1_frames_won,p2_matches_played,p2_matches_won,p2_frames_played,p2_frames_won,p1_frames_played_1_year,p1_frames_won_1_year,p1_frames_played_3_years,p1_frames_won_3_years,p2_frames_played_1_year,p2_frames_won_1_year,p2_frames_played_3_years,p2_frames_won_3_years,score1,score2,match_result,win_percentage
Neil Robertson,Victor Sarkis,9,1466,914,0.9799988064616084,0.7989910002494707,1257,832,9211,5294,24,2,126,29,112,62,826,463,8,3,126,29,5,0,0.0,1.0
Martin O'Donnell,Joe Perry,9,1307,1328,0.46773724876101863,0.48687801381775675,490,248,3035,1533,1377,801,9446,5101,12,5,318,155,42,19,622,312,4,5,1.0,0.4444444444444444
Mink Nutcharut,Tian Pengfei,9,979,1281,0.12480808315129632,0.31973280330135145,35,3,199,58,551,304,3601,1896,5,0,198,58,14,5,381,186,1,5,1.0,0.16666666666666663
Jackson Page,Liam Graham,9,1315,999,0.8855893102982093,0.6878313305828404,181,88,1148,566,41,13,221,88,8,3,442,227,7,2,142,48,5,3,0.0,0.625
Ronnie O'Sullivan,Alfie Burden,9,1682,1220,0.9587439497600851,0.7604230019887311,1508,1152,13019,7948,798,415,5656,2871,104,65,930,563,9,4,334,154,5,3,0.0,0.625
Xiao Guodong,Sean O'Sullivan,9,1424,1089,0.8986455903223913,0.6979384260080908,742,427,4618,2526,279,104,1741,764,67,31,799,418,7,2,241,92,1,5,1.0,0.16666666666666663
Mohamed Ibrahim,Shaun Murphy,9,961,1491,0.024022054997716036,0.20998762657360248,30,5,188,61,1342,881,9673,5495,8,3,154,52,41,21,713,406,0,5,1.0,0.0
Robert Milkins,Barry Pinches,9,1341,1133,0.7874461495888876,0.6271477663131956,1125,649,7794,4164,870,437,6449,3299,52,18,835,422,7,2,307,139,5,2,0.0,0.7142857142857143
Mostafa Dorgham,Stephen Maguire,9,988,1405,0.05771302380602639,0.2606679053474985,11,1,64,15,1188,768,8645,4857,8,3,54,15,19,9,514,272,1,5,1.0,0.16666666666666663
Scott Donaldson,David Lilley,9,1359,1280,0.6195643657627516,0.5492151291013335,478,254,3055,1554,242,120,1425,716,16,7,513,263,22,11,381,184,3,5,1.0,0.375
Gong Chenzhi,Sanderson Lam,9,1058,1260,0.21922306520474522,0.376366371701774,13,8,87,47,264,105,1579,697,0,0,87,47,6,1,417,201,4,5,1.0,0.4444444444444444
Lukas Kleckers,Jack Lisowski,9,1236,1459,0.1964341165767451,0.3641261085729462,217,90,1234,550,781,476,5064,2770,5,0,420,204,31,14,836,459,5,2,0.0,0.7142857142857143
Anthony Hamilton,Jenson Kendrick,9,1274,979,0.8697402180608809,0.6764489333484796,1037,588,7596,3999,67,21,370,144,6,1,379,181,5,0,228,84,3,5,1.0,0.375
James Cahill,Pang Junxu,9,1286,1410,0.31662990421698867,0.4231147388679537,321,134,1989,929,162,87,994,512,9,4,387,190,75,39,611,328,2,5,1.0,0.2857142857142857
Ding Junhui,Zak Surety,9,1519,1265,0.8343351260922364,0.653622330899504,981,654,7522,4285,240,109,1362,648,42,19,773,433,27,15,375,184,5,3,0.0,0.625
Jak Jones,Ryan Thomerson,9,1445,959,0.9657593543403356,0.7711824455558168,376,179,2384,1128,66,16,389,143,38,25,547,295,5,0,186,59,5,3,0.0,0.625
Jamie Jones,Rod Lawler,9,1311,1194,0.6737542556151955,0.5726080638632601,661,391,4317,2325,935,481,6843,3476,12,3,560,287,8,3,238,109,5,0,0.0,1.0
Si Jiahui,Stan Moody,9,1472,1116,0.9117158840658912,0.7088901725661199,163,88,1056,561,41,14,233,102,59,36,632,341,8,3,197,87,5,1,0.0,0.8333333333333334
Anthony McGill,Ashley Hugill,9,1441,1264,0.7516609934098429,0.6088545692109504,744,444,4943,2691,242,105,1446,683,0,0,552,305,7,2,423,202,1,5,1.0,0.16666666666666663
Jamie Clarke,Liu Hongyu,9,1335,1254,0.6224907473842691,0.5504527113395277,324,162,1921,958,33,19,188,106,21,11,439,216,13,8,188,106,1,5,1.0,0.16666666666666663
Aaron Hill,Joe O'Connor,9,1296,1452,0.2743852272088807,0.4037173007032121,111,50,635,304,288,143,1781,896,14,6,429,222,109,60,589,311,5,4,0.0,0.5555555555555556
Ross Muir,John Higgins,9,1219,1567,0.093099076448377,0.29525430200190894,278,110,1746,803,1857,1310,14347,8462,6,1,341,161,168,92,1132,650,1,5,1.0,0.16666666666666663
Louis Heathcote,Oliver Lines,9,1253,1361,0.3387888246215469,0.4329070950345457,187,85,1042,506,363,174,2172,1067,13,7,361,172,8,3,380,187,5,0,0.0,1.0
Dean Young,Barry Hawkins,9,1063,1563,0.030642807114120818,0.22270013882530892,97,38,491,206,1329,831,9110,5107,5,0,276,111,89,49,772,447,3,5,1.0,0.375
Ashley Carty,Lyu Haotian,9,1279,1443,0.26429794182847033,0.3989121211516302,266,125,1548,759,327,166,2107,1053,14,7,261,128,20,8,574,316,2,5,1.0,0.2857142857142857
He Guoqiang,Jimmy Robertson,9,1226,1381,0.2756600508521686,0.4043192693921528,49,28,294,150,732,402,4752,2482,21,11,211,118,36,16,605,323,5,2,0.0,0.7142857142857143
Rebecca Kenna,David Grace,9,816,1242,0.05404486313259105,0.25635510824373786,37,3,185,35,472,219,3073,1487,6,1,133,17,8,3,384,181,2,5,1.0,0.2857142857142857
David Gilbert,Anton Kazakov,9,1431,959,0.9618033812760566,0.7649478037637647,930,540,6338,3421,35,4,204,62,42,19,608,326,8,3,182,53,5,0,0.0,1.0
Ma Hailong,Tom Ford,9,1060,1459,0.06566533892861959,0.2694332350413655,22,6,140,55,930,532,6304,3369,5,0,140,55,61,31,794,425,2,5,1.0,0.2857142857142857
Adam Duffy,Mark Davis,9,1094,1384,0.1342584295684429,0.3262929005454786,425,202,2669,1320,1304,776,8942,4861,6,1,247,98,20,12,402,197,5,4,0.0,0.5555555555555556
Ian Burns,Graeme Dott,9,1280,1341,0.4070775233607101,0.46194871561414086,487,238,3051,1515,1169,682,8379,4508,6,1,346,159,24,14,547,289,2,5,1.0,0.2857142857142857
Ryan Day,Andrew Higginson,9,1356,1292,0.5973981597131834,0.5399148845555657,1296,765,8517,4638,870,500,6030,3267,92,46,798,417,16,7,360,196,5,4,0.0,0.5555555555555556
Dominic Dale,Marco Fu,9,1294,1370,0.3848386740091908,0.4526423818569107,1098,609,7580,3987,958,560,7154,3873,11,2,372,181,12,6,288,142,5,3,0.0,0.625
Sam Craigie,Ken Doherty,9,1379,1239,0.7048581689623228,0.5866175789173301,357,189,2105,1097,1281,743,10082,5436,95,47,476,244,13,8,346,152,5,0,0.0,1.0
Ali Carter,Ahmed Aly Elsayed,9,1524,924,0.986763199273592,0.8175744761936437,1304,804,8788,4860,12,0,55,8,119,66,976,550,8,3,55,8,5,1,0.0,0.8333333333333334
Gary Wilson,Stuart Carrington,9,1420,1259,0.731942685280923,0.5992881635083561,713,408,4531,2434,503,268,3152,1639,107,53,739,383,7,2,340,163,4,5,1.0,0.4444444444444444
Lan Yuhao,Jordan Brown,9,1000,1315,0.1151312262205183,0.3127057198027958,0,0,0,0,328,169,2007,1002,0,0,0,0,53,22,671,340,1,5,1.0,0.16666666666666663
Mark Joyce,Oliver Brown,9,1286,1122,0.7357020581715297,0.6010878788483698,623,319,4319,2167,270,119,1447,680,12,6,336,163,13,8,216,82,4,5,1.0,0.4444444444444444
Manasawin Phetmalaikul,Luca Brecel,9,1018,1462,0.04728823316755004,0.24787088856042983,48,17,265,112,629,366,4214,2279,9,4,120,52,15,4,726,396,1,5,1.0,0.16666666666666663
Iulian Boiko,Siripaporn Nuanthakhamjan,9,1177,927,0.8305589863516776,0.6513548646660542,87,31,484,204,12,0,73,15,7,2,250,127,5,0,73,15,5,1,0.0,0.8333333333333334
Allan Taylor,Zhang Anda,9,1209,1489,0.14251952603921025,0.33181222783183384,431,196,2521,1201,465,241,3221,1648,9,4,299,124,44,21,671,382,3,5,1.0,0.375
Mark Allen,Andres Petrov,9,1543,1027,0.9730630507245748,0.7841471891774855,1055,700,7410,4213,61,20,363,145,73,38,902,516,5,0,226,79,5,1,0.0,0.8333333333333334
Si Jiahui,Long Zehuang,9,1472,1159,0.8834175494976394,0.6862186708976812,163,88,1056,561,50,23,274,130,59,36,632,341,9,4,115,52,2,5,1.0,0.2857142857142857
Cao Yupeng,Noppon Saengkham,9,1417,1419,0.4969238601681368,0.4987500026041602,365,194,2415,1247,451,235,3054,1543,34,16,460,248,45,20,670,360,5,3,0.0,0.625
Wu Yize,Zhou Yuelong,9,1315,1514,0.2226045619858607,0.3781283576925339,94,44,659,327,490,293,3085,1674,13,4,445,231,34,20,777,421,5,1,0.0,0.8333333333333334
David Grace,Kyren Wilson,9,1242,1484,0.17716604757550114,0.3532006074420143,472,219,3073,1487,1028,650,6448,3626,8,3,384,181,249,131,1141,655,4,5,1.0,0.4444444444444444
Tom Ford,Robbie Williams,9,1459,1412,0.5718764689798446,0.5293412500457857,930,532,6304,3369,543,291,3458,1777,61,31,794,425,15,7,435,238,4,5,1.0,0.4444444444444444
Mark Allen,Daniel Wells,9,1543,1407,0.6995524948100826,0.5841905229354073,1055,700,7410,4213,509,254,3329,1668,73,38,902,516,8,3,406,232,3,5,1.0,0.375
Ricky Walden,Jamie Jones,9,1380,1311,0.6048276146754163,0.5430183807243099,1152,680,7720,4222,661,391,4317,2325,101,47,779,409,12,3,560,287,5,4,0.0,0.5555555555555556
Jordan Brown,Chris Wakelin,9,1315,1419,0.34442552629041145,0.4353637081969708,328,169,2007,1002,407,218,2577,1327,53,22,671,340,106,50,678,364,4,5,1.0,0.4444444444444444
Graeme Dott,Hossein Vafaei,9,1341,1491,0.282079723342749,0.4073334000459303,1169,682,8379,4508,310,186,2161,1147,24,14,547,289,17,10,684,392,1,5,1.0,0.16666666666666663
Sanderson Lam,Judd Trump,9,1260,1682,0.055650568827217195,0.25826612006856875,264,105,1579,697,1426,1022,9779,5907,6,1,417,201,120,78,1341,818,2,5,1.0,0.2857142857142857
Ryan Day,Matthew Stevens,9,1356,1384,0.45702134894353696,0.48250714233361025,1296,765,8517,4638,1116,643,8440,4577,92,46,798,417,16,8,483,259,2,5,1.0,0.2857142857142857
Zhang Anda,Elliot Slessor,9,1489,1376,0.6682039188696023,0.5701590253818354,465,241,3221,1648,360,173,2179,1063,44,21,671,382,74,38,503,254,3,5,1.0,0.375
Ishpreet Singh Chadha,Yuan Sijun,9,1185,1473,0.13588243573445602,0.3273929829322396,30,17,165,93,257,134,1619,837,22,12,165,93,34,21,521,301,3,5,1.0,0.375
Neil Robertson,Tian Pengfei,9,1466,1281,0.7612074518356959,0.6136070778047783,1257,832,9211,5294,551,304,3601,1896,112,62,826,463,14,5,381,186,5,3,0.0,0.625
Joe Perry,Sean O'Sullivan,9,1328,1089,0.8198777056686509,0.645084137572727,1377,801,9446,5101,279,104,1741,764,42,19,622,312,7,2,241,92,5,1,0.0,0.8333333333333334
Jackson Page,John Higgins,9,1315,1567,0.167545746084735,0.3475105378072555,181,88,1148,566,1857,1310,14347,8462,8,3,442,227,168,92,1132,650,5,3,0.0,0.625
Ronnie O'Sullivan,Michael White,9,1682,1321,0.9146249185246416,0.7114629823302013,1508,1152,13019,7948,691,380,4458,2320,104,65,930,563,9,4,469,249,5,3,0.0,0.625
Shaun Murphy,Xu Si,9,1491,1352,0.7035360054960305,0.5860112044388707,1342,881,9673,5495,187,78,1182,542,41,21,713,406,33,19,393,195,5,3,0.0,0.625
Stephen Maguire,Pang Junxu,9,1405,1410,0.4923100709602251,0.4968750406894683,1188,768,8645,4857,162,87,994,512,19,9,514,272,75,39,611,328,5,3,0.0,0.625
David Lilley,Stuart Carrington,9,1280,1259,0.5322627512389814,0.5131219861822433,242,120,1425,716,503,268,3152,1639,22,11,381,184,7,2,340,163,5,4,0.0,0.5555555555555556
Ding Junhui,Liu Hongyu,9,1519,1254,0.8444228547259001,0.6598217549720575,981,654,7522,4285,33,19,188,106,42,19,773,433,13,8,188,106,5,2,0.0,0.7142857142857143
Ashley Hugill,Jak Jones,9,1264,1445,0.2435392311401193,0.3887665333241305,242,105,1446,683,376,179,2384,1128,7,2,423,202,38,25,547,295,5,0,0.0,1.0
Jenson Kendrick,Barry Hawkins,9,979,1563,0.015219066835274409,0.18846732521381948,67,21,370,144,1329,831,9110,5107,5,0,228,84,89,49,772,447,2,5,1.0,0.2857142857142857
Aaron Hill,Lyu Haotian,9,1296,1443,0.2859675275580692,0.4091452475454057,111,50,635,304,327,166,2107,1053,14,6,429,222,20,8,574,316,4,5,1.0,0.4444444444444444
He Guoqiang,Wang Xinbo,9,1226,1017,0.7885454656789053,0.6277321638605189,49,28,294,150,3,1,25,10,21,11,211,118,0,0,25,10,5,4,0.0,0.5555555555555556
Lukas Kleckers,Dominic Dale,9,1236,1294,0.4115659974105401,0.46381337976820525,217,90,1234,550,1098,609,7580,3987,5,0,420,204,11,2,372,181,4,5,1.0,0.4444444444444444
Louis Heathcote,Ali Carter,9,1253,1524,0.1502577039440628,0.3368195049006435,187,85,1042,506,1304,804,8788,4860,13,7,361,172,119,66,976,550,3,5,1.0,0.375
Oliver Brown,Luca Brecel,9,1122,1462,0.098115280969432,0.2994328575260271,270,119,1447,680,629,366,4214,2279,13,8,216,82,15,4,726,396,2,5,1.0,0.2857142857142857
Ricky Walden,Ben Woollaston,9,1380,1373,0.5107652278675605,0.5043748883497734,1152,680,7720,4222,816,459,5141,2727,101,47,779,409,12,6,433,221,4,5,1.0,0.4444444444444444
Ashley Hugill,Kyren Wilson,9,1264,1484,0.1995943644729119,0.36586440898919925,242,105,1446,683,1028,650,6448,3626,7,2,423,202,249,131,1141,655,3,5,1.0,0.375
He Guoqiang,Daniel Wells,9,1226,1407,0.24353923114011922,0.38876653332413047,49,28,294,150,509,254,3329,1668,21,11,211,118,8,3,406,232,3,5,1.0,0.375
Ali Carter,Chris Wakelin,9,1524,1419,0.6569871207564459,0.5652507475670999,1304,804,8788,4860,407,218,2577,1327,119,66,976,550,106,50,678,364,1,5,1.0,0.16666666666666663
Robert Milkins,Hossein Vafaei,9,1341,1491,0.282079723342749,0.4073334000459303,1125,649,7794,4164,310,186,2161,1147,52,18,835,422,17,10,684,392,2,5,1.0,0.2857142857142857
Fan Zhengyi,Judd Trump,9,1380,1682,0.12480808315129632,0.31973280330135145,172,73,1103,500,1426,1022,9779,5907,89,47,602,314,120,78,1341,818,3,5,1.0,0.375
Elliot Slessor,Matthew Stevens,9,1376,1384,0.4876973629531692,0.4950001666600003,360,173,2179,1063,1116,643,8440,4577,74,38,503,254,16,8,483,259,5,1,0.0,0.8333333333333334
Mark Selby,Long Zehuang,9,1596,1159,0.9501734685084674,0.7488521955201534,1548,1059,11006,6412,50,23,274,130,138,80,1068,610,9,4,115,52,5,2,0.0,0.7142857142857143
Neil Robertson,Yuan Sijun,9,1466,1473,0.4892347721324395,0.4956251116502266,1257,832,9211,5294,257,134,1619,837,112,62,826,463,34,21,521,301,5,2,0.0,0.7142857142857143
Jackson Page,Wu Yize,9,1315,1315,0.5,0.5,181,88,1148,566,94,44,659,327,8,3,442,227,13,4,445,231,5,3,0.0,0.625
Ronnie O'Sullivan,Lyu Haotian,9,1682,1443,0.8198777056686509,0.645084137572727,1508,1152,13019,7948,327,166,2107,1053,104,65,930,563,20,8,574,316,5,2,0.0,0.7142857142857143
Joe Perry,Shaun Murphy,9,1328,1491,0.26554792560860774,0.3995117254730336,1377,801,9446,5101,1342,881,9673,5495,42,19,622,312,41,21,713,406,3,5,1.0,0.375
Luca Brecel,Stephen Maguire,9,1462,1405,0.5869351044529159,0.5355648379838539,629,366,4214,2279,1188,768,8645,4857,15,4,726,396,19,9,514,272,1,5,1.0,0.16666666666666663
Dominic Dale,David Lilley,9,1294,1280,0.521522217602554,0.5087491068802403,1098,609,7580,3987,242,120,1425,716,11,2,372,181,22,11,381,184,2,5,1.0,0.2857142857142857
Ding Junhui,Cao Yupeng,9,1519,1417,0.6527423440531748,0.5634067862621936,981,654,7522,4285,365,194,2415,1247,42,19,773,433,34,16,460,248,5,1,0.0,0.8333333333333334
Robbie Williams,Barry Hawkins,9,1412,1563,0.2807897555025083,0.4067300078928128,543,291,3458,1777,1329,831,9110,5107,15,7,435,238,89,49,772,447,2,5,1.0,0.2857142857142857
Ben Woollaston,Kyren Wilson,9,1373,1484,0.33458597162622006,0.4310667906304535,816,459,5141,2727,1028,650,6448,3626,12,6,433,221,249,131,1141,655,4,5,1.0,0.4444444444444444
Ronnie O'Sullivan,Hossein Vafaei,9,1682,1491,0.7682267848118196,0.6171573626529723,1508,1152,13019,7948,310,186,2161,1147,104,65,930,563,17,10,684,392,4,5,1.0,0.4444444444444444
Judd Trump,David Lilley,9,1682,1280,0.9357188635287434,0.7320405018416317,1426,1022,9779,5907,242,120,1425,716,120,78,1341,818,22,11,381,184,5,3,0.0,0.625
Elliot Slessor,Daniel Wells,9,1376,1407,0.4524383756663727,0.4806346917700681,360,173,2179,1063,509,254,3329,1668,74,38,503,254,8,3,406,232,5,2,0.0,0.7142857142857143
Neil Robertson,Chris Wakelin,9,1466,1419,0.5718764689798446,0.5293412500457856,1257,832,9211,5294,407,218,2577,1327,112,62,826,463,106,50,678,364,5,1,0.0,0.8333333333333334
Mark Selby,Jackson Page,9,1596,1315,0.8583224919882384,0.668741821102192,1548,1059,11006,6412,181,88,1148,566,138,80,1068,610,8,3,442,227,2,5,1.0,0.2857142857142857
Ding Junhui,Shaun Murphy,9,1519,1491,0.542978651056463,0.5174928576663897,981,654,7522,4285,1342,881,9673,5495,42,19,773,433,41,21,713,406,5,3,0.0,0.625
Stephen Maguire,Barry Hawkins,9,1405,1563,0.2718447863126251,0.40251423417298393,1188,768,8645,4857,1329,831,9110,5107,19,9,514,272,89,49,772,447,1,5,1.0,0.16666666666666663
Kyren Wilson,Judd Trump,9,1484,1682,0.22373863566729613,0.3787164048089322,1028,650,6448,3626,1426,1022,9779,5907,249,131,1141,655,120,78,1341,818,2,5,1.0,0.2857142857142857
Neil Robertson,Barry Hawkins,9,1466,1563,0.3543770029871904,0.4396703573114467,1257,832,9211,5294,1329,831,9110,5107,112,62,826,463,89,49,772,447,5,2,0.0,0.7142857142857143
Elliot Slessor,Jackson Page,9,1376,1315,0.5929224766392901,0.5380512843858591,360,173,2179,1063,181,88,1148,566,74,38,503,254,8,3,442,227,2,5,1.0,0.2857142857142857
Ding Junhui,Hossein Vafaei,9,1519,1491,0.542978651056463,0.5174928576663897,981,654,7522,4285,310,186,2161,1147,42,19,773,433,17,10,684,392,5,0,0.0,1.0
Judd Trump,Jackson Page,11,1682,1315,0.9371048602306128,0.7145324397353954,1426,1022,9779,5907,181,88,1148,566,120,78,1341,818,8,3,442,227,6,2,0.0,0.75
Ding Junhui,Neil Robertson,11,1519,1466,0.5888897906976714,0.5330766223661046,981,654,7522,4285,1257,832,9211,5294,42,19,773,433,112,62,826,463,6,5,0.0,0.5454545454545454
Ding Junhui,Judd Trump,19,1519,1682,0.18490259539730503,0.3995117254730336,981,654,7522,4285,1426,1022,9779,5907,42,19,773,433,120,78,1341,818,4,10,1.0,0.2857142857142857
Liam Davies,Riley Powell,7,1063,970,0.6248970337106214,0.5578645727207344,33,16,197,91,7,2,25,7,0,0,171,81,0,0,25,7,4,0,0.0,1.0
Joe Perry,Fan Zhengyi,7,1339,1390,0.43064928112217626,0.46816811058377583,1380,803,9469,5114,174,74,1118,508,65,32,645,325,104,55,617,322,2,4,1.0,0.33333333333333337
Long Zehuang,Andy Lee,7,1200,1094,0.641605432096216,0.5658650028954817,53,25,297,142,197,84,1183,533,32,16,138,64,14,4,283,119,4,1,0.0,0.8
Sydney Wilson,Wu Yize,7,1134,1336,0.24548919020671278,0.376366371701774,237,95,1362,623,97,46,680,340,9,4,125,67,34,17,466,244,1,4,1.0,0.19999999999999996
Kyren Wilson,Ashley Carty,7,1483,1273,0.7629243149475251,0.6283161882953663,1033,654,6486,3648,267,125,1555,761,287,153,1179,677,21,9,268,130,4,3,0.0,0.5714285714285714
Gary Wilson,Mark Davis,7,1409,1367,0.557211603425229,0.5262259093720687,714,408,4540,2438,1305,776,8951,4865,116,57,748,387,29,16,411,201,4,1,0.0,0.8
John Astley,Mark Williams,7,1228,1510,0.16928204116233525,0.33070459722255396,348,156,2151,1014,1775,1164,12940,7429,9,4,377,177,45,22,827,483,2,4,1.0,0.33333333333333337
Yisong Peng,Robbie Williams,7,1050,1407,0.11416981259138415,0.2905941847446565,40,11,240,90,546,293,3482,1789,20,6,240,90,39,19,459,250,0,4,1.0,0.0
Thepchaiya Un-Nooh,Daniel Wells,7,1465,1419,0.5626145694127914,0.5287183569514398,552,322,3815,2036,513,257,3358,1685,44,24,562,308,37,20,435,249,2,4,1.0,0.33333333333333337
Andy Hicks,Ricky Walden,7,1196,1388,0.2562420554777658,0.382252125230751,755,394,5771,2942,1155,682,7743,4236,14,4,317,138,124,61,802,423,2,4,1.0,0.33333333333333337
Chris Wakelin,Jimmy Robertson,7,1427,1364,0.5854263042586716,0.5392938058983595,411,221,2605,1343,733,402,4759,2484,134,66,706,380,43,18,612,325,4,0,0.0,1.0
Hossein Vafaei,Scott Donaldson,7,1502,1348,0.7006252854909363,0.595078473866134,315,190,2195,1167,479,254,3063,1557,51,30,718,412,24,10,521,266,4,1,0.0,0.8
Haydon Pinhey,Allan Taylor,7,1111,1212,0.3647889315421975,0.4372082598613548,98,44,510,239,432,196,2529,1204,21,8,247,119,17,7,307,127,2,4,1.0,0.33333333333333337
Mark Joyce,Zak Surety,7,1275,1267,0.510936041856229,0.5049998333399996,624,319,4328,2171,241,109,1370,651,21,10,345,167,35,18,383,187,2,4,1.0,0.33333333333333337
Louis Heathcote,Matthew Stevens,7,1278,1382,0.3609473704892454,0.4353637081969708,189,86,1055,514,1119,645,8461,4588,26,15,374,180,37,19,504,270,3,4,1.0,0.4285714285714286
Ali Carter,Elliot Slessor,7,1504,1401,0.6377737431786723,0.5640216374262577,1307,806,8808,4871,365,177,2214,1085,139,77,996,561,109,60,538,276,1,4,1.0,0.19999999999999996
Matthew Selt,Sam Craigie,7,1399,1396,0.5041014855971089,0.5018749912109869,866,469,5565,2896,358,190,2110,1102,61,28,812,411,100,52,481,249,4,3,0.0,0.5714285714285714
Mark Selby,Yuan Sijun,7,1565,1461,0.6390526295107546,0.5646362918030292,1551,1061,11028,6424,260,136,1642,849,160,92,1090,622,57,33,544,313,4,2,0.0,0.6666666666666666
Himanshu Jain,Noppon Saengkham,7,945,1396,0.06570071620884199,0.24462276208625022,33,6,176,53,453,236,3071,1551,16,6,176,53,62,28,687,368,1,4,1.0,0.19999999999999996
Jackson Page,Neil Robertson,7,1368,1514,0.30888492066734696,0.40974974806981657,187,93,1194,593,1263,837,9255,5324,54,30,488,254,156,92,870,493,1,4,1.0,0.19999999999999996
Rebecca Kenna,Liam Pullen,7,818,1115,0.15700108129616108,0.32245770467253076,38,3,192,37,40,20,235,111,13,3,140,19,20,9,193,89,0,4,1.0,0.0
Barry Pinches,Shaun Murphy,7,1128,1497,0.1067737147087952,0.2844487760368946,871,437,6456,3301,1346,884,9702,5513,14,4,314,141,70,39,742,424,4,3,0.0,0.5714285714285714
Tian Pengfei,Rod Lawler,7,1287,1177,0.6466907800352545,0.5683199834782481,553,305,3615,1904,936,481,6848,3476,28,13,395,194,13,3,243,109,4,0,0.0,1.0
Mink Nutcharut,Andrew Pagett,7,972,1104,0.3258572551479266,0.4182406231581637,36,3,205,59,335,145,2133,1001,11,1,204,59,27,11,300,116,2,4,1.0,0.33333333333333337
Ryan Thomerson,Martin O'Donnell,7,968,1304,0.12803462938776744,0.30153478399746125,67,16,397,146,491,248,3044,1537,13,3,194,62,21,9,327,159,3,4,1.0,0.4285714285714286
Joe O'Connor,Xu Si,7,1441,1363,0.6053054839891849,0.5485961085831343,289,143,1790,900,189,79,1195,550,118,64,598,315,46,27,406,203,4,3,0.0,0.5714285714285714
Ross Muir,Stephen Hendry,7,1213,1192,0.5286845829371267,0.5131219861822433,279,110,1752,804,1289,898,11840,6924,12,2,347,162,0,0,69,17,4,2,0.0,0.6666666666666666
Stan Moody,Sean O'Sullivan,7,1110,1105,0.5068355814796678,0.5031249593105316,42,14,239,103,281,105,1753,770,14,4,203,88,19,8,253,98,4,2,0.0,0.6666666666666666
Robert Milkins,Jamie Jones,7,1339,1327,0.5164013295642876,0.5074994375506203,1127,650,7808,4171,663,392,4331,2334,66,25,849,429,26,12,574,296,4,3,0.0,0.5714285714285714
Hammad Miah,Ben Mertens,7,1256,1242,0.5191328123553782,0.5087491068802403,280,113,1791,813,90,42,531,267,16,6,342,159,25,12,360,185,0,4,1.0,0.0
Anthony McGill,Manasawin Phetmalaikul,7,1420,1014,0.9137244350498476,0.7339975165215696,745,444,4949,2692,49,17,271,113,6,1,558,306,15,5,126,53,4,1,0.0,0.8
Jack Lisowski,Oliver Brown,7,1439,1132,0.850832110932218,0.6829798455801029,782,476,5071,2772,272,120,1463,687,38,16,843,461,29,15,232,89,4,2,0.0,0.6666666666666666
Michael White,Oliver Lines,7,1331,1338,0.4904306643721703,0.4956251116502265,693,381,4473,2328,364,174,2177,1067,24,12,484,257,13,3,385,187,3,4,1.0,0.4285714285714286
Victor Sarkis,David Lilley,7,906,1312,0.08627556495015243,0.26600248347843036,25,2,131,29,246,123,1457,734,13,3,131,29,54,29,413,202,0,4,1.0,0.0
Julien Leclercq,Alfie Burden,7,1204,1229,0.465864760862579,0.4843800842769844,62,29,328,158,799,415,5664,2874,35,19,253,120,17,7,342,157,4,3,0.0,0.5714285714285714
Sanderson Lam,Siripaporn Nuanthakhamjan,7,1257,918,0.8740190283398156,0.7000424476024744,266,106,1595,704,13,0,79,16,22,8,433,208,11,1,79,16,4,0,0.0,1.0
Ding Junhui,Jenson Kendrick,7,1547,1003,0.9641661067779954,0.7957596977159083,988,660,7581,4320,69,22,385,151,101,54,832,468,20,7,243,91,4,2,0.0,0.6666666666666666
Duane Jones,Liam Highfield,7,1219,1250,0.4577018760615691,0.4806346917700681,313,141,1854,901,508,265,3384,1745,0,0,292,137,14,4,349,159,4,2,0.0,0.6666666666666666
Liu Hongyu,Jak Jones,7,1268,1412,0.31128429594529594,0.41095956594133487,35,20,201,113,378,180,2397,1133,26,15,201,113,51,30,560,300,3,4,1.0,0.4285714285714286
Si Jiahui,Stephen Maguire,7,1456,1423,0.5450150538752272,0.5206133097144486,165,89,1069,568,1192,771,8671,4873,72,43,645,348,45,25,540,288,4,2,0.0,0.6666666666666666
Anton Kazakov,Aaron Hill,7,950,1309,0.11291087526356347,0.2895645189571249,36,4,209,62,113,51,653,313,13,3,187,53,32,15,447,231,0,4,1.0,0.0
Andrew Higginson,Xing Zihao,7,1291,1099,0.7437579445222342,0.617747874769249,871,500,6039,3271,21,8,120,53,25,11,369,200,20,9,120,53,4,2,0.0,0.6666666666666666
John Higgins,Mohamed Ibrahim,7,1555,953,0.9761073172244108,0.8183190246549155,1859,1311,14361,8470,31,5,193,61,182,100,1146,658,13,3,159,52,4,0,0.0,1.0
He Guoqiang,Barry Hawkins,7,1239,1553,0.1438522410466434,0.31324327335609814,52,30,318,163,1334,835,9145,5129,45,24,235,131,124,71,807,469,0,4,1.0,0.0
Anthony Hamilton,Andres Petrov,7,1255,1025,0.783204659627048,0.6399160967377341,1038,588,7604,4002,62,20,369,146,14,4,387,184,11,1,232,80,4,0,0.0,1.0
Ma Hailong,Thor Chuan Leong,7,1061,1215,0.2993747145090636,0.4049215261338659,23,6,147,57,173,62,1069,468,12,2,147,57,15,5,156,82,4,2,0.0,0.6666666666666666
