player1,player2,best_of,player1_elo,player2_elo,elo_match_win_rate,elo_frame_win_rate,p1_matches_played,p1_matches_won,p1_frames_played,p1_frames_won,p2_matches_played,p2_matches_won,p2_frames_played,p2_frames_won,p1_frames_played_1_year,p1_frames_won_1_year,p1_frames_played_3_years,p1_frames_won_3_years,p2_frames_played_1_year,p2_frames_won_1_year,p2_frames_played_3_years,p2_frames_won_3_years,score1,score2,match_result,win_percentage
Tian Pengfei,Mohammed Shehab,19,1295,1211,0.6784339153176889,0.5523079095743253,555,306,3624,1909,74,31,548,263,37,18,404,199,0,0,0,0,10,8,0.0,0.5555555555555556
Ben Mertens,Rod Lawler,19,1254,1163,0.6921154549273313,0.5566309599222533,92,43,541,273,937,481,6852,3476,35,18,370,191,17,3,247,109,10,9,0.0,0.5263157894736842
David Lilley,Yisong Peng,19,1314,1041,0.9322936690578779,0.6642964428999887,248,124,1467,740,41,11,244,90,64,35,423,208,24,6,244,90,10,9,0.0,0.5263157894736842
Julien Leclercq,Haydon Pinhey,19,1204,1106,0.7055285216538715,0.5609454503247162,64,30,340,163,99,44,516,241,47,24,265,125,27,10,253,121,10,3,0.0,0.7692307692307693
Sanderson Lam,Liam Pullen,19,1271,1126,0.7876697919718141,0.5896454785627312,268,107,1606,711,42,21,245,117,33,15,444,215,30,15,203,95,10,8,0.0,0.5555555555555556
Lukas Kleckers,Allan Taylor,19,1246,1208,0.5830685315489563,0.523732154126561,220,91,1256,561,434,197,2540,1209,27,11,442,215,28,12,318,132,10,9,0.0,0.5263157894736842
Jenson Kendrick,Ben Woollaston,19,1009,1376,0.023152260415716396,0.28546756026460457,70,22,391,153,820,461,5175,2744,26,9,249,93,46,23,467,238,10,8,0.0,0.5555555555555556
Jiang Jun,Fan Zhengyi,19,1080,1406,0.037861742073784496,0.3068260506740499,20,6,115,50,178,77,1142,523,22,8,115,50,128,70,641,337,10,8,0.0,0.5555555555555556
Ashley Hugill,Adam Duffy,19,1307,1154,0.8001493313174697,0.5944759307482401,246,107,1472,699,429,205,2692,1335,33,18,449,218,29,16,270,113,10,4,0.0,0.7142857142857143
Liu Hongyu,Jimmy White,19,1269,1134,0.7714308238816987,0.5835831155172753,36,20,208,116,1567,840,13025,6727,33,18,208,116,17,3,316,125,10,3,0.0,0.7692307692307693
Aaron Hill,Daniel Womersley,19,1323,1100,0.8894094439320752,0.6358738914270539,116,53,668,322,95,46,465,226,47,24,462,240,0,0,94,49,10,3,0.0,0.7692307692307693
Andy Hicks,Long Zehuang,19,1194,1202,0.48238616621463076,0.4950001666600003,756,394,5777,2944,55,26,307,147,20,6,323,140,42,21,148,69,10,2,0.0,0.8333333333333334
Louis Heathcote,Oliver Lines,19,1278,1337,0.3723714289375182,0.46319171001101955,190,86,1062,517,366,175,2190,1073,33,18,381,183,26,9,398,193,10,7,0.0,0.5882352941176471
Anthony Hamilton,Alexander Ursenbacher,19,1277,1297,0.45604232877637757,0.4875026035157896,1041,590,7619,4012,272,124,1639,783,29,14,402,194,24,10,311,150,10,7,0.0,0.5882352941176471
Ma Hailong,Martin O'Donnell,19,1066,1341,0.06631270424347882,0.334589441253186,25,7,157,61,498,254,3100,1568,22,6,157,61,77,40,383,190,10,7,0.0,0.5882352941176471
He Guoqiang,Ross Muir,19,1229,1212,0.5373855945320491,0.5106234010049637,53,30,322,163,281,111,1763,809,49,24,239,131,23,7,358,167,10,8,0.0,0.5555555555555556
David Grace,Thor Chuan Leong,19,1247,1202,0.5980757032414309,0.528095374408387,474,220,3089,1496,174,62,1075,470,24,12,400,190,21,7,162,84,10,8,0.0,0.5555555555555556
Marco Fu,Ken Doherty,19,1374,1210,0.8165520476411742,0.6010878788483698,963,563,7186,3890,1283,743,10091,5436,44,23,320,159,22,8,355,152,10,6,0.0,0.625
Graeme Dott,Mostafa Dorgham,19,1344,991,0.9725019901502394,0.707340014518073,1174,685,8410,4523,13,1,77,19,55,29,578,304,21,7,67,19,10,5,0.0,0.6666666666666666
Scott Donaldson,Peter Lines,19,1340,1245,0.699813900238323,0.559097471902393,480,254,3068,1558,913,472,6421,3283,29,11,526,267,0,0,218,98,10,6,0.0,0.625
Mark Davis,Andrew Pagett,19,1356,1110,0.9111322563753673,0.6490805242445733,1306,776,8956,4866,337,146,2145,1007,34,17,416,202,39,17,312,122,10,2,0.0,0.8333333333333334
Jamie Clarke,Andres Petrov,19,1300,1013,0.9415768785968437,0.6720562626502714,327,163,1938,963,63,20,373,146,38,16,456,221,15,1,236,80,10,7,0.0,0.5882352941176471
Stuart Carrington,Liam Highfield,19,1271,1241,0.5657655185023343,0.5187412158785352,507,270,3183,1655,509,265,3390,1747,38,18,371,179,20,6,355,161,10,9,0.0,0.5263157894736842
James Cahill,Bulcsú Révész,19,1275,1007,0.9287081179705448,0.6615031592029524,323,134,2003,934,8,3,51,23,23,9,401,195,0,0,51,23,10,8,0.0,0.5555555555555556
Ian Burns,Mark Joyce,19,1275,1267,0.5176138337853691,0.5049998333399998,490,239,3070,1523,625,319,4334,2173,25,9,365,167,27,12,351,169,10,7,0.0,0.5882352941176471
Alfie Burden,Xu Si,19,1224,1362,0.22362378147160109,0.4145954308705349,800,415,5671,2877,190,79,1202,553,24,10,349,160,53,30,413,206,10,3,0.0,0.7692307692307693
Oliver Brown,Dylan Emery,19,1133,1252,0.2559828260578688,0.42616874240839064,273,120,1469,689,110,49,614,297,35,17,238,91,32,15,340,167,10,8,0.0,0.5555555555555556
John Astley,Ashley Carty,19,1228,1276,0.39553635829091166,0.4700359482354282,349,156,2157,1016,268,125,1562,764,15,6,383,179,28,12,275,133,10,6,0.0,0.625
Cao Yupeng,Ma Hailong,19,1425,1066,0.9744431991462356,0.7104354810428751,369,196,2441,1261,25,7,157,61,60,30,486,262,22,6,157,61,10,4,0.0,0.7142857142857143
Zhou Yuelong,James Cahill,19,1464,1275,0.8505257904401684,0.6159753019181258,494,294,3109,1682,323,134,2003,934,58,28,801,429,23,9,401,195,10,0,0.0,1.0
Wu Yize,Tian Pengfei,19,1335,1295,0.5873700253670554,0.52497918747894,99,47,691,346,555,306,3624,1909,45,23,477,250,37,18,404,199,10,8,0.0,0.5555555555555556
Robbie Williams,Anthony Hamilton,19,1414,1277,0.7747347212854907,0.584797674717737,550,296,3502,1801,1041,590,7619,4012,59,31,479,262,29,14,402,194,10,5,0.0,0.6666666666666666
Ricky Walden,Ian Burns,19,1403,1275,0.7596499792629583,0.5793242521487495,1159,685,7769,4251,490,239,3070,1523,150,76,828,438,25,9,365,167,10,7,0.0,0.5882352941176471
Chris Wakelin,Lukas Kleckers,19,1420,1246,0.8306942630913418,0.6070669880717036,414,222,2622,1350,220,91,1256,561,151,73,723,387,27,11,442,215,10,5,0.0,0.6666666666666666
Hossein Vafaei,Marco Fu,19,1495,1374,0.7475375205969886,0.5750535485557879,319,192,2221,1181,963,563,7186,3890,77,44,744,426,44,23,320,159,10,4,0.0,0.7142857142857143
Matthew Stevens,Jimmy Robertson,19,1378,1349,0.5635927970506078,0.5181170650431814,1121,646,8475,4595,734,402,4763,2484,51,26,518,277,47,18,616,325,10,6,0.0,0.625
Yuan Sijun,Michael White,19,1456,1327,0.7613534600725305,0.5799334001885058,261,136,1648,851,694,381,4480,2331,63,35,550,315,31,15,491,260,10,8,0.0,0.5555555555555556
Matthew Selt,Aaron Hill,19,1420,1323,0.7036293713965621,0.5603296426885532,870,472,5589,2911,116,53,668,322,85,43,836,426,47,24,462,240,10,4,0.0,0.7142857142857143
Noppon Saengkham,Andy Hicks,19,1386,1194,0.8542933759894712,0.617747874769249,456,237,3093,1562,756,394,5777,2944,84,39,709,379,20,6,323,140,10,5,0.0,0.6666666666666666
Neil Robertson,Zak Surety,19,1505,1274,0.8973700515813677,0.6404919537233386,1266,839,9273,5334,243,110,1383,658,174,102,888,503,48,25,396,194,10,2,0.0,0.8333333333333334
Jackson Page,Graeme Dott,19,1360,1344,0.5351924827231884,0.5099986668799655,188,93,1199,594,1174,685,8410,4523,59,31,493,255,55,29,578,304,10,5,0.0,0.6666666666666666
Joe O'Connor,Julien Leclercq,19,1426,1204,0.8883832943659045,0.6352948493228071,291,144,1801,904,64,30,340,163,129,68,609,319,47,24,265,125,10,1,0.0,0.9090909090909091
Stephen Maguire,Ashley Hugill,19,1416,1307,0.7260291346094357,0.5677065480733601,1193,771,8677,4875,246,107,1472,699,51,27,546,290,33,18,449,218,10,7,0.0,0.5882352941176471
Jack Lisowski,Liu Hongyu,19,1432,1269,0.815097404602695,0.6004882745269664,785,478,5090,2783,36,20,208,116,57,27,862,472,33,18,208,116,10,4,0.0,0.7142857142857143
Jenson Kendrick,Jordan Brown,19,1009,1320,0.044914101457255134,0.31485894324970715,70,22,391,153,332,171,2036,1018,26,9,249,93,82,38,700,356,10,5,0.0,0.6666666666666666
Pang Junxu,Oliver Brown,19,1404,1133,0.9308769566787983,0.6631804950993565,165,88,1016,523,273,120,1469,689,97,50,633,339,35,17,238,91,10,7,0.0,0.5882352941176471
Jiang Jun,Sam Craigie,19,1080,1392,0.04441238506412696,0.31431988606174616,20,6,115,50,359,190,2117,1105,22,8,115,50,107,55,488,252,10,8,0.0,0.5555555555555556
Jak Jones,Jamie Clarke,19,1417,1300,0.7404707402341056,0.5726080638632601,382,183,2419,1145,327,163,1938,963,73,42,582,312,38,16,456,221,10,6,0.0,0.625
Jamie Jones,Alfie Burden,19,1323,1224,0.7074218935077607,0.5615610703361955,664,392,4338,2337,800,415,5671,2877,33,15,581,299,24,10,349,160,10,5,0.0,0.6666666666666666
Si Jiahui,Ben Mertens,19,1451,1254,0.8604262042121724,0.6206951913643555,168,91,1086,577,92,43,541,273,89,52,662,357,35,18,370,191,10,9,0.0,0.5263157894736842
Louis Heathcote,Elliot Slessor,19,1278,1423,0.21233020802818592,0.4103545214372688,190,86,1062,517,370,181,2250,1107,33,18,381,183,145,82,574,298,10,8,0.0,0.5555555555555556
Lyu Haotian,Daniel Wells,19,1435,1423,0.526409749450005,0.5074994375506203,331,168,2137,1068,516,259,3375,1695,50,23,604,331,54,30,452,259,10,8,0.0,0.5555555555555556
He Guoqiang,Anthony McGill,19,1229,1427,0.13836913726207842,0.37871640480893215,53,30,322,163,750,448,4976,2708,49,24,239,131,33,17,585,322,10,5,0.0,0.6666666666666666
Xiao Guodong,Sanderson Lam,19,1401,1271,0.7630501462374265,0.5805423048206596,745,428,4638,2534,268,107,1606,711,87,39,819,426,33,15,444,215,10,2,0.0,0.8333333333333334
David Gilbert,David Lilley,19,1439,1314,0.7544990204324116,0.5774953651858118,934,543,6357,3434,248,124,1467,740,61,32,627,339,64,35,423,208,10,4,0.0,0.7142857142857143
Scott Donaldson,Joe Perry,19,1340,1333,0.515413308375196,0.5043748883497735,480,254,3068,1558,1381,803,9475,5116,29,11,526,267,71,34,651,327,10,6,0.0,0.625
Ryan Day,John Astley,19,1338,1228,0.7278563807185946,0.5683199834782481,1301,768,8551,4654,349,156,2157,1016,126,62,832,433,15,6,383,179,10,6,0.0,0.625
Mark Davis,Thepchaiya Un-Nooh,19,1356,1456,0.2906905535617543,0.43782349911420193,1306,776,8956,4866,553,322,3821,2038,34,17,416,202,50,26,568,310,10,8,0.0,0.5555555555555556
Dominic Dale,David Grace,19,1323,1247,0.6624893479831276,0.5473576181430894,1106,615,7633,4018,474,220,3089,1496,64,33,425,212,24,12,400,190,10,6,0.0,0.625
Stuart Bingham,Stuart Carrington,19,1425,1271,0.8016768627203623,0.595078473866134,1491,939,10260,5815,507,270,3183,1655,78,37,772,407,38,18,371,179,10,9,0.0,0.5263157894736842
Robbie Williams,Chris Wakelin,19,1414,1420,0.48678769843889735,0.496250070310918,550,296,3502,1801,414,222,2622,1350,59,31,479,262,151,73,723,387,10,9,0.0,0.5263157894736842
Ricky Walden,Mark Davis,19,1403,1356,0.6023374298423277,0.5293412500457856,1159,685,7769,4251,1306,776,8956,4866,150,76,828,438,34,17,416,202,10,9,0.0,0.5263157894736842
Hossein Vafaei,Jiang Jun,19,1495,1080,0.9875595940584356,0.7383673414380187,319,192,2221,1181,20,6,115,50,77,44,744,426,22,8,115,50,10,5,0.0,0.6666666666666666
Jackson Page,Noppon Saengkham,19,1360,1386,0.4429369168443905,0.48375571893792757,188,93,1199,594,456,237,3093,1562,59,31,493,255,84,39,709,379,10,9,0.0,0.5263157894736842
Joe O'Connor,Matthew Selt,19,1426,1420,0.5132123015611022,0.5037499296890819,291,144,1801,904,870,472,5589,2911,129,68,609,319,85,43,836,426,10,8,0.0,0.5555555555555556
Stephen Maguire,Yuan Sijun,19,1416,1456,0.41262997463294454,0.47502081252106,1193,771,8677,4875,261,136,1648,851,51,27,546,290,63,35,550,315,10,6,0.0,0.625
Jack Lisowski,Matthew Stevens,19,1432,1378,0.6171519353184178,0.5336988354329009,785,478,5090,2783,1121,646,8475,4595,57,27,862,472,51,26,518,277,10,3,0.0,0.7692307692307693
Pang Junxu,Cao Yupeng,19,1404,1425,0.4538542817529765,0.4868780138177567,165,88,1016,523,369,196,2441,1261,97,50,633,339,60,30,486,262,10,8,0.0,0.5555555555555556
Jamie Jones,Neil Robertson,19,1323,1505,0.15852255640442833,0.3881726309982629,664,392,4338,2337,1266,839,9273,5334,33,15,581,299,174,102,888,503,10,9,0.0,0.5263157894736842
Jak Jones,Zhou Yuelong,19,1417,1464,0.3976625701576724,0.47065874995421436,382,183,2419,1145,494,294,3109,1682,73,42,582,312,58,28,801,429,10,4,0.0,0.7142857142857143
Si Jiahui,Wu Yize,19,1451,1335,0.7386878165508025,0.5719961329315186,168,91,1086,577,99,47,691,346,89,52,662,357,45,23,477,250,10,4,0.0,0.7142857142857143
Lyu Haotian,Jenson Kendrick,19,1435,1009,0.9892821932239134,0.7436448917562621,331,168,2137,1068,70,22,391,153,50,23,604,331,26,9,249,93,10,7,0.0,0.5882352941176471
David Gilbert,Xiao Guodong,19,1439,1401,0.5830685315489563,0.523732154126561,934,543,6357,3434,745,428,4638,2534,61,32,627,339,87,39,819,426,10,6,0.0,0.625
Ryan Day,Scott Donaldson,19,1338,1340,0.49559516546747145,0.49875000260416025,1301,768,8551,4654,480,254,3068,1558,126,62,832,433,29,11,526,267,10,9,0.0,0.5263157894736842
Dominic Dale,He Guoqiang,19,1323,1229,0.6978976628571024,0.5584811124381613,1106,615,7633,4018,53,30,322,163,64,33,425,212,49,24,239,131,10,8,0.0,0.5555555555555556
Stuart Bingham,Louis Heathcote,19,1425,1278,0.7908327003294819,0.5908547524545943,1491,939,10260,5815,190,86,1062,517,78,37,772,407,33,18,381,183,10,8,0.0,0.5555555555555556
Kyren Wilson,Dominic Dale,19,1463,1323,0.7796382096421529,0.5866175789173301,1035,655,6498,3653,1106,615,7633,4018,299,158,1191,682,64,33,425,212,10,1,0.0,0.9090909090909091
Judd Trump,Hossein Vafaei,19,1629,1495,0.7697684654952277,0.5829754542011996,1438,1031,9882,5967,319,192,2221,1181,223,138,1444,878,77,44,744,426,10,5,0.0,0.6666666666666666
Ronnie O'Sullivan,Jackson Page,19,1665,1360,0.9519765784898622,0.6818962645895934,1520,1161,13125,8011,188,93,1199,594,210,128,1036,626,59,31,493,255,10,1,0.0,0.9090909090909091
Joe O'Connor,Mark Selby,19,1426,1563,0.2252652787145093,0.415202325282263,291,144,1801,904,1558,1064,11091,6458,129,68,609,319,223,126,1153,656,10,6,0.0,0.625
Shaun Murphy,Lyu Haotian,19,1484,1435,0.6065866704738739,0.530586760182081,1348,884,9716,5519,331,168,2137,1068,84,45,756,430,50,23,604,331,10,5,0.0,0.6666666666666666
Robert Milkins,Pang Junxu,19,1355,1404,0.3934133295261261,0.469413239817919,1131,653,7828,4183,165,88,1016,523,86,37,869,441,97,50,633,339,10,9,0.0,0.5263157894736842
Stephen Maguire,Ali Carter,19,1416,1493,0.3355003742442319,0.4520230623632036,1193,771,8677,4875,1315,810,8882,4904,51,27,546,290,213,110,1070,594,10,7,0.0,0.5882352941176471
Jack Lisowski,Ding Junhui,19,1432,1521,0.311766827607464,0.44460335167941084,785,478,5090,2783,994,662,7632,4345,57,27,862,472,152,79,883,493,10,9,0.0,0.5263157894736842
Jak Jones,Zhang Anda,19,1417,1479,0.3661310472723167,0.46132739479349205,382,183,2419,1145,474,246,3315,1695,73,42,582,312,138,68,765,429,10,4,0.0,0.7142857142857143
Si Jiahui,Mark Williams,19,1451,1572,0.25246247940301103,0.424946451444212,168,91,1086,577,1784,1170,13036,7483,89,52,662,357,141,76,923,537,10,9,0.0,0.5263157894736842
John Higgins,Jamie Jones,19,1548,1323,0.8914409177131178,0.6370307944803831,1871,1319,14450,8520,664,392,4338,2337,271,150,1235,708,33,15,581,299,10,6,0.0,0.625
David Gilbert,Luca Brecel,19,1439,1483,0.4040596875423571,0.47252769565540637,934,543,6357,3434,640,374,4280,2319,61,32,627,339,81,44,792,436,10,9,0.0,0.5263157894736842
Tom Ford,Ricky Walden,19,1443,1403,0.5873700253670554,0.52497918747894,938,536,6370,3402,1159,685,7769,4251,127,64,860,458,150,76,828,438,10,6,0.0,0.625
Ryan Day,Barry Hawkins,19,1338,1523,0.15460052265320023,0.3863929221952217,1301,768,8551,4654,1339,837,9188,5149,126,62,832,433,167,91,850,489,10,8,0.0,0.5555555555555556
Stuart Bingham,Gary Wilson,19,1425,1517,0.30595160302648217,0.44275214540144436,1491,939,10260,5815,726,418,4663,2511,78,37,772,407,239,130,871,460,10,5,0.0,0.6666666666666666
Mark Allen,Robbie Williams,19,1558,1414,0.7860776492125148,0.5890404340586651,1071,712,7560,4298,550,296,3502,1801,223,123,1052,601,59,31,479,262,10,6,0.0,0.625
Kyren Wilson,Joe O'Connor,25,1463,1426,0.5923259433803353,0.523108525489089,1035,655,6498,3653,291,144,1801,904,299,158,1191,682,129,68,609,319,13,6,0.0,0.6842105263157895
Judd Trump,Tom Ford,25,1629,1443,0.8787992680129897,0.6141996427768951,1438,1031,9882,5967,938,536,6370,3402,223,138,1444,878,127,64,860,458,13,7,0.0,0.65
Ronnie O'Sullivan,Ryan Day,25,1665,1338,0.9791672877572647,0.6937054019553982,1520,1161,13125,8011,1301,768,8551,4654,210,128,1036,626,126,62,832,433,13,7,0.0,0.65
Stephen Maguire,Shaun Murphy,25,1416,1484,0.33395627495101393,0.45760205922564895,1193,771,8677,4875,1348,884,9716,5519,51,27,546,290,84,45,756,430,13,9,0.0,0.5909090909090909
Jak Jones,Si Jiahui,25,1417,1451,0.4150383838656477,0.4787627850337259,382,183,2419,1145,168,91,1086,577,73,42,582,312,89,52,662,357,13,9,0.0,0.5909090909090909
John Higgins,Mark Allen,25,1548,1558,0.47483262601497844,0.49375032550048964,1871,1319,14450,8520,1071,712,7560,4298,271,150,1235,708,223,123,1052,601,13,12,0.0,0.52
David Gilbert,Robert Milkins,25,1439,1355,0.7018725131896265,0.5523079095743253,934,543,6357,3434,1131,653,7828,4183,61,32,627,339,86,37,869,441,13,4,0.0,0.7647058823529411
Stuart Bingham,Jack Lisowski,25,1425,1432,0.48237675633078403,0.4956251116502266,1491,939,10260,5815,785,478,5090,2783,78,37,772,407,57,27,862,472,13,11,0.0,0.5416666666666666
Kyren Wilson,John Higgins,25,1463,1548,0.2959484746405606,0.4470740118670941,1035,655,6498,3653,1871,1319,14450,8520,299,158,1191,682,271,150,1235,708,13,8,0.0,0.6190476190476191
Jak Jones,Judd Trump,25,1417,1629,0.09164753040514419,0.3705168880326052,382,183,2419,1145,1438,1031,9882,5967,73,42,582,312,223,138,1444,878,13,9,0.0,0.5909090909090909
David Gilbert,Stephen Maguire,25,1439,1416,0.5577173682063511,0.5143710406970602,934,543,6357,3434,1193,771,8677,4875,61,32,627,339,51,27,546,290,13,8,0.0,0.6190476190476191
Stuart Bingham,Ronnie O'Sullivan,25,1425,1665,0.06628533442387975,0.35434369377420455,1491,939,10260,5815,1520,1161,13125,8011,78,37,772,407,210,128,1036,626,13,10,0.0,0.5652173913043478
Kyren Wilson,David Gilbert,33,1463,1439,0.568923560986763,0.51499550161941,1035,655,6498,3653,934,543,6357,3434,299,158,1191,682,61,32,627,339,17,11,0.0,0.6071428571428571
Jak Jones,Stuart Bingham,33,1417,1425,0.4769213393922486,0.4950001666600003,382,183,2419,1145,1491,939,10260,5815,73,42,582,312,78,37,772,407,17,12,0.0,0.5862068965517241
Kyren Wilson,Jak Jones,35,1463,1417,0.6340198671379085,0.5287183569514396,1035,655,6498,3653,382,183,2419,1145,299,158,1191,682,73,42,582,312,18,14,0.0,0.5625
Artemijs Zizins,Nigel Clarke,7,1000,942,0.578744911388209,0.5361866202317948,0,0,0,0,5,0,25,5,0,0,0,0,0,0,25,5,4,0,0.0,1.0
Wang Yuchen,Paul Schopf,7,1130,985,0.6899164671577602,0.5896454785627312,88,30,552,230,5,1,29,12,0,0,84,51,0,0,0,0,4,0,0.0,1.0
Matt Williams,Brandon Sargeant,7,971,1097,0.33325327584718467,0.4218947671156908,48,20,258,116,140,55,783,354,0,0,0,0,0,0,48,26,4,3,0.0,0.5714285714285714
Stuart Watson,Jai Platts,7,907,1000,0.37510296628937845,0.4421354272792655,64,16,352,133,0,0,0,0,0,0,46,17,0,0,0,0,4,0,0.0,1.0
Mark Vincent,Scott Bell,7,841,932,0.3776967488123118,0.44336904007774663,70,20,352,129,19,5,100,36,0,0,40,15,0,0,38,14,4,2,0.0,0.6666666666666666
Oliver Sykes,Jake Crofts,7,1032,982,0.5680051367615364,0.5312093733737563,10,4,60,27,5,1,30,10,14,4,55,26,0,0,30,10,4,0,0.0,1.0
Lee Stephens,Bradley Jones,7,928,1183,0.19299940476105965,0.3458118862387571,23,5,129,49,352,201,2796,1478,0,0,42,14,0,0,0,0,4,1,0.0,0.8
Luke Simmonds,Ross Jones,7,1154,947,0.7597891374076362,0.6265629971237182,177,92,1112,574,5,0,24,4,0,0,78,35,0,0,0,0,4,0,0.0,1.0
James Silverwood,Jay Bullen,7,953,971,0.47540722540195457,0.4887518980531451,102,32,536,217,4,0,23,7,0,0,47,22,0,0,0,0,4,3,0.0,0.5714285714285714
Martin Shepherdson,Phillip Owen Blackburn,7,1000,1000,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.0,0.6666666666666666
Chae Ross,Kuldesh Johal,7,1050,1099,0.433341285511335,0.469413239817919,36,18,199,102,278,151,1696,892,0,0,55,30,0,0,57,25,4,2,0.0,0.6666666666666666
Adrian Rosa,Gary Skipworth,7,1150,969,0.7316341543771714,0.6112334666758695,300,165,2282,1173,14,4,111,51,0,0,0,0,0,0,0,0,4,1,0.0,0.8
Matthew Roberts,Matthew Day,7,912,1105,0.25515512793785655,0.38166196066971714,27,8,144,56,155,75,836,412,0,0,32,12,0,0,0,0,4,0,0.0,1.0
George Pragnell (II),Matthew Glasby,7,1052,1010,0.557211603425229,0.5262259093720687,20,11,123,63,84,38,444,205,0,0,89,47,0,0,68,34,4,3,0.0,0.5714285714285714
Riley Powell,Callum Downing,7,956,1085,0.32954639777958084,0.4200665998114943,8,2,29,7,45,23,248,126,4,0,29,7,0,0,0,0,4,3,0.0,0.5714285714285714
Evan Plummer (II),Danny Brindle,7,980,846,0.6765921632853334,0.5829754542011996,2,0,11,3,34,7,185,60,0,0,11,3,0,0,17,6,4,2,0.0,0.6666666666666666
Aristos Pampouris,Imran Puri,7,988,649,0.8740190283398156,0.7000424476024744,2,0,13,5,73,10,356,82,0,0,13,5,0,0,14,6,4,1,0.0,0.8
Ng On Yee,Rodion Judin,7,979,979,0.5,0.5,64,18,401,146,38,17,224,93,0,0,161,49,0,0,62,27,4,2,0.0,0.6666666666666666
Ian Martin,Adam Abbas,7,1060,1000,0.5814204865006773,0.5374298453437496,78,38,433,207,0,0,0,0,0,0,131,60,0,0,0,0,4,2,0.0,0.6666666666666666
Sean Maddocks,Labeeb Ahmed,7,903,956,0.42796070219744664,0.46692337763389535,65,16,313,106,16,5,76,28,0,0,86,29,0,0,17,9,4,2,0.0,0.6666666666666666
Mark Lloyd,Jed Mann,7,1006,937,0.5934092174000843,0.5430183807243099,39,13,196,84,19,5,93,33,0,0,81,33,0,0,16,8,4,2,0.0,0.6666666666666666
Daegyu Lee,Noel Landers,7,1023,977,0.5626145694127913,0.5287183569514396,18,10,99,53,4,1,22,8,0,0,18,7,0,0,0,0,4,1,0.0,0.8
Andy Lavin,Scott Harrison,7,1031,1000,0.5422981239384312,0.519365308229932,34,19,244,131,0,0,0,0,0,0,7,3,0,0,0,0,4,0,0.0,1.0
Yu Kiu Chang,Gary Thomson,7,1069,1100,0.4577018760615691,0.4806346917700681,25,13,144,74,180,92,1263,642,0,0,62,35,0,0,25,13,4,3,0.0,0.5714285714285714
Edward Jones,Marc Shaw,7,1000,938,0.5840920587766287,0.538672605206508,0,0,0,0,7,1,34,8,0,0,0,0,0,0,29,7,4,0,0.0,1.0
Vladislav Gradinari,Faizaan Mohammed,7,1021,954,0.5907526477758748,0.5417773692836367,9,5,44,23,12,4,61,24,16,6,44,23,0,0,42,17,4,0,0.0,1.0
Aidan Gallagher,Arsenii Korolev,7,983,1000,0.476771798023094,0.4893765989950364,2,0,11,3,0,0,0,0,0,0,11,3,0,0,0,0,4,1,0.0,0.8
Gary Filtness,Nicolas Mortreux,7,1010,985,0.534135239137421,0.5156199157230156,45,24,284,144,3,1,17,7,0,0,0,0,0,0,17,7,4,3,0.0,0.5714285714285714
